song,reentry_date,reentry_position,artist,reentry_popularity,entry_number,exit_date,last_position,days_outside,peak_rank,run_days,rank_jump_magnitude,peak_popularity,popularity_change,peak_date,days_to_peak,rank_jump_score,popularity_change_score,recovery_speed_score,momentum_spike_score,album_type,is_explicit,duration_minutes,total_tracks,first_entry_date,first_entry_position,reentry_frequency,fandom_intensity_proxy_score,post_comeback_retention_days
Drama,2025-10-12,47.0,aespa,79.0,6,2025-07-16,48.0,87,47.0,1,0.0,79.0,0.0,2025-10-12,0,0.0,0.0,100.0,20.0,album,False,3.58,7,2024-11-11,23.0,5,37.68,1
Hype Boy,2025-10-13,50.0,NewJeans,77.0,19,2025-09-30,50.0,12,50.0,1,0.0,77.0,0.0,2025-10-13,0,0.0,0.0,100.0,20.0,single,False,2.98,4,2024-05-18,18.0,18,56.94,1
OMG,2025-10-13,41.0,NewJeans,78.0,15,2025-08-19,44.0,54,41.0,2,0.0,78.0,0.0,2025-10-13,0,0.0,0.0,100.0,20.0,single,False,3.54,2,2024-05-18,11.0,14,51.01,2
Bubble Gum,2025-10-14,50.0,NewJeans,74.0,6,2025-10-06,48.0,7,50.0,1,0.0,74.0,0.0,2025-10-14,0,0.0,0.0,100.0,20.0,single,False,3.34,4,2025-05-26,4.0,5,37.68,1
You Were Beautiful,2025-10-14,38.0,DAY6,64.0,6,2025-10-08,49.0,5,26.0,6,12.0,64.0,0.0,2025-10-15,1,29.268292682926827,0.0,99.0909090909091,34.45,album,False,4.72,14,2025-04-14,48.0,12,56.99,6
T.B.H,2025-10-15,47.0,QWER,59.0,6,2025-10-11,49.0,3,47.0,1,0.0,59.0,0.0,2025-10-15,0,0.0,0.0,100.0,20.0,single,False,2.93,7,2025-04-06,47.0,6,39.16,1
London Boy,2025-10-15,45.0,Lim Young Woong,58.0,2,2025-10-13,45.0,1,45.0,4,0.0,58.0,0.0,2025-10-15,0,0.0,0.0,100.0,20.0,single,False,4.08,2,2024-05-18,21.0,6,39.16,4
Who (Funky Remix),2025-10-16,48.0,Jimin,64.0,7,2025-10-14,47.0,1,44.0,2,4.0,64.0,0.0,2025-10-17,1,9.75609756097561,0.0,99.0909090909091,24.7,album,False,3.14,10,2025-07-25,46.0,11,49.32,2
T.B.H,2025-10-17,48.0,QWER,59.0,7,2025-10-15,47.0,1,47.0,2,1.0,59.0,0.0,2025-10-18,1,2.4390243902439024,0.0,99.0909090909091,21.04,single,False,2.93,7,2025-04-06,47.0,6,39.59,2
Ditto,2025-10-18,39.0,NewJeans,77.0,23,2025-10-16,50.0,1,39.0,1,0.0,77.0,0.0,2025-10-18,0,0.0,0.0,100.0,20.0,single,False,3.09,1,2024-05-18,15.0,24,65.83,1
ETA,2025-10-18,50.0,NewJeans,79.0,14,2025-10-15,50.0,2,50.0,1,0.0,79.0,0.0,2025-10-18,0,0.0,0.0,100.0,20.0,single,False,2.52,6,2024-07-23,3.0,16,53.98,1
Who (Shibuyakei Remix),2025-10-19,39.0,Jimin,65.0,5,2025-10-17,38.0,1,32.0,15,7.0,65.0,0.0,2025-10-24,5,17.073170731707318,0.0,95.45454545454544,27.63,album,False,2.78,10,2025-07-25,41.0,7,44.35,15
Who (Beautiful Mind Remix),2025-10-19,44.0,Jimin,64.0,9,2025-10-17,43.0,1,34.0,7,10.0,65.0,1.0,2025-10-24,5,24.390243902439025,1.1494252873563218,95.45454545454544,31.63,album,False,2.97,10,2025-07-25,42.0,12,54.29,7
Who (Funky Remix),2025-10-19,47.0,Jimin,64.0,8,2025-10-17,44.0,1,33.0,7,14.0,65.0,1.0,2025-10-24,5,34.14634146341464,1.1494252873563218,95.45454545454544,36.51,album,False,3.14,10,2025-07-25,46.0,11,55.91,7
double take,2025-10-19,41.0,Dhruv,82.0,5,2025-10-09,50.0,9,30.0,4,11.0,82.0,0.0,2025-10-21,2,26.82926829268293,0.0,98.1818181818182,33.05,album,False,2.86,8,2025-09-22,49.0,6,46.99,4
ETA,2025-10-20,45.0,NewJeans,79.0,15,2025-10-18,50.0,1,42.0,2,3.0,79.0,0.0,2025-10-21,1,7.317073170731707,0.0,99.0909090909091,23.48,single,False,2.52,6,2024-07-23,3.0,16,55.96,2
Sticky,2025-10-21,49.0,KISS OF LIFE,79.0,2,2025-10-19,40.0,1,49.0,1,0.0,79.0,0.0,2025-10-21,0,0.0,0.0,100.0,20.0,single,False,2.62,2,2025-07-02,13.0,1,31.76,1
New Jeans,2025-10-21,44.0,NewJeans,76.0,21,2025-08-19,50.0,62,44.0,1,0.0,76.0,0.0,2025-10-21,0,0.0,0.0,100.0,20.0,single,False,1.82,2,2024-07-09,6.0,20,59.9,1
You Were Beautiful,2025-10-21,33.0,DAY6,65.0,7,2025-10-19,46.0,1,32.0,3,1.0,65.0,0.0,2025-10-22,1,2.4390243902439024,0.0,99.0909090909091,21.04,album,False,4.72,14,2025-04-14,48.0,12,48.48,3
SPOT!,2025-10-21,45.0,ZICO & JENNIE,78.0,2,2025-07-25,47.0,87,40.0,2,5.0,78.0,0.0,2025-10-22,1,12.195121951219512,0.0,99.0909090909091,25.92,single,False,2.8,1,2025-05-01,2.0,1,35.28,2
If I have you only (My love X Nerd Connection),2025-10-22,50.0,Nerd Connection,54.0,10,2025-10-20,47.0,1,50.0,1,0.0,54.0,0.0,2025-10-22,0,0.0,0.0,100.0,20.0,single,False,4.18,2,2025-04-02,50.0,9,43.61,1
Grain of Sand,2025-10-22,47.0,Lim Young Woong,58.0,2,2025-10-20,49.0,1,47.0,1,0.0,58.0,0.0,2025-10-22,0,0.0,0.0,100.0,20.0,single,False,3.67,1,2024-06-08,22.0,3,34.72,1
NEMONEMO,2025-10-22,48.0,YENA,68.0,2,2025-10-20,50.0,1,44.0,2,4.0,68.0,0.0,2025-10-23,1,9.75609756097561,0.0,99.0909090909091,24.7,single,False,2.97,3,2025-10-09,44.0,5,40.43,2
Do or Die,2025-10-22,46.0,Lim Young Woong,60.0,2,2025-10-20,43.0,1,46.0,2,0.0,60.0,0.0,2025-10-22,0,0.0,0.0,100.0,20.0,single,False,3.42,1,2024-10-10,30.0,3,34.72,2
Ditto,2025-10-23,48.0,NewJeans,77.0,24,2025-10-18,39.0,4,48.0,1,0.0,77.0,0.0,2025-10-23,0,0.0,0.0,100.0,20.0,single,False,3.09,1,2024-05-18,15.0,24,65.83,1
double take,2025-10-24,40.0,Dhruv,82.0,6,2025-10-22,49.0,1,36.0,6,4.0,82.0,0.0,2025-10-25,1,9.75609756097561,0.0,99.0909090909091,24.7,album,False,2.86,8,2025-09-22,49.0,6,41.92,6
Pump Up The Volume!,2025-10-24,47.0,PLAVE,63.0,3,2025-09-21,47.0,32,33.0,10,14.0,63.0,0.0,2025-10-25,1,34.14634146341464,0.0,99.0909090909091,36.89,single,False,2.99,1,2025-08-22,28.0,2,43.72,10
"How can I love the heartbreak, you're the one I love",2025-10-24,44.0,AKMU,61.0,2,2025-10-22,44.0,1,34.0,24,10.0,62.0,1.0,2025-11-04,11,24.390243902439025,1.1494252873563218,90.0,30.54,album,False,4.83,10,2025-10-15,40.0,2,37.42,24
WAY 4 LUV,2025-10-25,47.0,PLAVE,60.0,2,2025-08-31,48.0,54,41.0,3,6.0,61.0,1.0,2025-10-26,1,14.634146341463412,1.1494252873563218,99.0909090909091,27.48,single,False,3.66,6,2025-08-23,50.0,1,36.27,3
MEOW,2025-10-25,45.0,MEOVV,58.0,2,2025-10-23,47.0,1,45.0,2,0.0,76.0,18.0,2025-10-25,0,0.0,20.689655172413797,100.0,26.21,single,False,2.87,1,2025-09-08,43.0,1,35.69,2
NEMONEMO,2025-10-25,50.0,YENA,68.0,3,2025-10-23,44.0,1,36.0,4,14.0,69.0,1.0,2025-10-26,1,34.14634146341464,1.1494252873563218,99.0909090909091,37.24,single,False,2.97,3,2025-10-09,44.0,5,48.39,4
ETA,2025-10-26,43.0,NewJeans,79.0,16,2025-10-21,42.0,4,43.0,1,0.0,79.0,0.0,2025-10-26,0,0.0,0.0,100.0,20.0,single,False,2.52,6,2024-07-23,3.0,16,53.98,1
You Were Beautiful,2025-10-26,49.0,DAY6,64.0,8,2025-10-23,46.0,2,49.0,1,0.0,64.0,0.0,2025-10-26,0,0.0,0.0,100.0,20.0,album,False,4.72,14,2025-04-14,48.0,12,48.05,1
Who (Funky Remix),2025-10-27,47.0,Jimin,65.0,9,2025-10-25,46.0,1,42.0,6,5.0,65.0,0.0,2025-11-01,5,12.195121951219512,0.0,95.45454545454544,25.19,album,False,3.14,10,2025-07-25,46.0,11,48.73,6
Who (Beautiful Mind Remix),2025-10-27,46.0,Jimin,65.0,10,2025-10-25,42.0,1,42.0,6,4.0,65.0,0.0,2025-10-31,4,9.75609756097561,0.0,96.36363636363636,24.15,album,False,2.97,10,2025-07-25,42.0,12,49.77,6
The Astronaut,2025-10-27,32.0,Jin,82.0,2,2025-06-09,50.0,139,27.0,6,5.0,83.0,1.0,2025-10-29,2,12.195121951219512,1.1494252873563218,98.1818181818182,26.08,single,False,4.71,1,,,1,35.16,6
You Were Beautiful,2025-10-28,49.0,DAY6,64.0,9,2025-10-26,49.0,1,43.0,2,6.0,64.0,0.0,2025-10-29,1,14.634146341463412,0.0,99.0909090909091,27.14,album,False,4.72,14,2025-04-14,48.0,12,52.35,2
Warmth,2025-10-29,50.0,Lim Young Woong,62.0,2,2025-10-26,47.0,2,50.0,1,0.0,62.0,0.0,2025-10-29,0,0.0,0.0,100.0,20.0,single,False,3.92,2,2025-05-08,37.0,2,33.24,1
double take,2025-10-31,49.0,Dhruv,82.0,7,2025-10-29,49.0,1,39.0,9,10.0,82.0,0.0,2025-11-02,2,24.390243902439025,0.0,98.1818181818182,31.83,album,False,2.86,8,2025-09-22,49.0,6,46.21,9
Warmth,2025-11-01,49.0,Lim Young Woong,62.0,3,2025-10-29,50.0,2,36.0,24,13.0,62.0,0.0,2025-11-09,8,31.70731707317073,0.0,92.72727272727272,34.4,single,False,3.92,2,2025-05-08,37.0,2,40.55,24
NEMONEMO,2025-11-01,48.0,YENA,69.0,4,2025-10-28,50.0,3,45.0,3,3.0,69.0,0.0,2025-11-02,1,7.317073170731707,0.0,99.0909090909091,23.48,single,False,2.97,3,2025-10-09,44.0,5,39.66,3
Home,2025-11-01,50.0,Lim Young Woong,62.0,2,2025-10-25,49.0,6,38.0,22,12.0,62.0,0.0,2025-11-03,2,29.268292682926827,0.0,98.1818181818182,34.27,single,False,3.92,2,2025-05-08,36.0,1,40.35,22
Melt Down,2025-11-01,46.0,DAY6,62.0,4,2025-10-30,48.0,1,38.0,7,8.0,62.0,0.0,2025-11-04,3,19.51219512195122,0.0,97.27272727272728,29.21,album,False,2.76,8,2025-09-04,16.0,4,41.36,7
You Were Beautiful,2025-11-02,42.0,DAY6,64.0,10,2025-10-29,43.0,3,38.0,4,4.0,64.0,0.0,2025-11-05,3,9.75609756097561,0.0,97.27272727272728,24.33,album,False,4.72,14,2025-04-14,48.0,12,50.12,4
Grain of Sand,2025-11-03,49.0,Lim Young Woong,58.0,3,2025-10-22,47.0,11,49.0,1,0.0,58.0,0.0,2025-11-03,0,0.0,0.0,100.0,20.0,single,False,3.67,1,2024-06-08,22.0,3,34.72,1
Who (Funky Remix),2025-11-03,50.0,Jimin,65.0,10,2025-11-01,42.0,1,46.0,2,4.0,65.0,0.0,2025-11-04,1,9.75609756097561,0.0,99.0909090909091,24.7,album,False,3.14,10,2025-07-25,46.0,11,49.32,2
Do or Die,2025-11-03,45.0,Lim Young Woong,59.0,3,2025-10-23,49.0,10,41.0,14,4.0,59.0,0.0,2025-11-09,6,9.75609756097561,0.0,94.54545454545456,23.79,single,False,3.42,1,2024-10-10,30.0,3,35.76,14
Who (Instrumental),2025-11-04,47.0,Jimin,65.0,6,2025-11-02,50.0,1,47.0,1,0.0,65.0,0.0,2025-11-04,0,0.0,0.0,100.0,20.0,album,False,2.85,10,2025-07-25,44.0,8,42.13,1
Who (Beautiful Mind Remix),2025-11-04,48.0,Jimin,65.0,11,2025-11-01,43.0,2,48.0,1,0.0,65.0,0.0,2025-11-04,0,0.0,0.0,100.0,20.0,album,False,2.97,10,2025-07-25,42.0,12,48.05,1
Who (Shibuyakei Remix),2025-11-04,42.0,Jimin,65.0,6,2025-11-02,48.0,1,42.0,1,0.0,65.0,0.0,2025-11-04,0,0.0,0.0,100.0,20.0,album,False,2.78,10,2025-07-25,41.0,7,40.64,1
London Boy,2025-11-05,49.0,Lim Young Woong,57.0,3,2025-10-18,45.0,17,49.0,1,0.0,57.0,0.0,2025-11-05,0,0.0,0.0,100.0,20.0,single,False,4.08,2,2024-05-18,21.0,6,39.16,1
Ditto,2025-11-05,48.0,NewJeans,77.0,25,2025-10-23,48.0,12,48.0,1,0.0,77.0,0.0,2025-11-05,0,0.0,0.0,100.0,20.0,single,False,3.09,1,2024-05-18,15.0,24,65.83,1
Grain of Sand,2025-11-05,46.0,Lim Young Woong,58.0,4,2025-11-03,49.0,1,40.0,18,6.0,59.0,1.0,2025-11-09,4,14.634146341463412,1.1494252873563218,96.36363636363636,26.93,single,False,3.67,1,2024-06-08,22.0,3,38.2,18
NEMONEMO,2025-11-05,44.0,YENA,69.0,5,2025-11-03,48.0,1,44.0,2,0.0,69.0,0.0,2025-11-05,0,0.0,0.0,100.0,20.0,single,False,2.97,3,2025-10-09,44.0,5,37.68,2
ETA,2025-11-05,47.0,NewJeans,79.0,17,2025-10-26,43.0,9,47.0,1,0.0,79.0,0.0,2025-11-05,0,0.0,0.0,100.0,20.0,single,False,2.52,6,2024-07-23,3.0,16,53.98,1
Who (Instrumental),2025-11-06,43.0,Jimin,65.0,7,2025-11-04,47.0,1,38.0,11,5.0,65.0,0.0,2025-11-08,2,12.195121951219512,0.0,98.1818181818182,25.73,album,False,2.85,10,2025-07-25,44.0,8,45.31,11
Who (Acoustic Remix),2025-11-06,36.0,Jimin,66.0,5,2025-11-04,40.0,1,27.0,22,9.0,67.0,1.0,2025-11-24,18,21.951219512195124,1.1494252873563218,83.63636363636364,28.05,album,False,3.07,10,2025-07-25,40.0,4,37.21,22
Who (Beautiful Mind Remix),2025-11-06,41.0,Jimin,65.0,12,2025-11-04,48.0,1,38.0,11,3.0,65.0,0.0,2025-11-14,8,7.317073170731707,0.0,92.72727272727272,22.2,album,False,2.97,10,2025-07-25,42.0,12,47.63,11
Who (Funky Remix),2025-11-06,40.0,Jimin,65.0,11,2025-11-04,46.0,1,37.0,12,3.0,65.0,0.0,2025-11-14,8,7.317073170731707,0.0,92.72727272727272,22.2,album,False,3.14,10,2025-07-25,46.0,11,46.15,12
Who (Rock Remix),2025-11-06,35.0,Jimin,67.0,5,2025-11-04,39.0,1,25.0,22,10.0,68.0,1.0,2025-11-24,18,24.390243902439025,1.1494252873563218,83.63636363636364,29.27,album,False,2.87,10,2025-07-25,43.0,4,37.99,22
Who (Shibuyakei Remix),2025-11-06,37.0,Jimin,65.0,7,2025-11-04,42.0,1,35.0,13,2.0,66.0,1.0,2025-11-14,8,4.878048780487805,1.1494252873563218,92.72727272727272,21.33,album,False,2.78,10,2025-07-25,41.0,7,39.67,13
You Were Beautiful,2025-11-07,48.0,DAY6,64.0,11,2025-11-05,38.0,1,36.0,14,12.0,64.0,0.0,2025-11-12,5,29.268292682926827,0.0,95.45454545454544,33.73,album,False,4.72,14,2025-04-14,48.0,12,55.62,14
London Boy,2025-11-08,50.0,Lim Young Woong,57.0,4,2025-11-05,49.0,2,50.0,2,0.0,57.0,0.0,2025-11-08,0,0.0,0.0,100.0,20.0,single,False,4.08,2,2024-05-18,21.0,6,39.16,2
CROOKED,2025-11-09,47.0,G-DRAGON,62.0,2,2025-11-05,40.0,3,47.0,2,0.0,63.0,1.0,2025-11-09,0,0.0,1.1494252873563218,100.0,20.34,album,False,3.75,12,2025-11-02,49.0,2,33.45,2
Melt Down,2025-11-10,42.0,DAY6,61.0,5,2025-11-07,50.0,2,42.0,4,0.0,61.0,0.0,2025-11-10,0,0.0,0.0,100.0,20.0,album,False,2.76,8,2025-09-04,16.0,4,36.2,4
That's What I Like,2025-11-11,45.0,Bruno Mars,87.0,2,2024-06-21,43.0,507,45.0,2,0.0,87.0,0.0,2025-11-11,0,0.0,0.0,100.0,20.0,album,False,3.44,9,2024-06-19,50.0,1,31.76,2
NEMONEMO,2025-11-12,49.0,YENA,69.0,6,2025-11-06,47.0,5,49.0,1,0.0,69.0,0.0,2025-11-12,0,0.0,0.0,100.0,20.0,single,False,2.97,3,2025-10-09,44.0,5,37.68,1
London Boy,2025-11-13,49.0,Lim Young Woong,57.0,5,2025-11-09,50.0,3,49.0,2,0.0,57.0,0.0,2025-11-13,0,0.0,0.0,100.0,20.0,single,False,4.08,2,2024-05-18,21.0,6,39.16,2
Touch,2025-11-15,50.0,KATSEYE,85.0,3,2025-11-11,39.0,3,50.0,1,0.0,85.0,0.0,2025-11-15,0,0.0,0.0,100.0,20.0,single,False,2.16,1,2025-08-26,50.0,2,33.24,1
London Boy,2025-11-16,50.0,Lim Young Woong,57.0,6,2025-11-14,49.0,1,50.0,1,0.0,57.0,0.0,2025-11-16,0,0.0,0.0,100.0,20.0,single,False,4.08,2,2024-05-18,21.0,6,39.16,1
Who (Instrumental),2025-11-18,50.0,Jimin,65.0,8,2025-11-16,40.0,1,50.0,1,0.0,65.0,0.0,2025-11-18,0,0.0,0.0,100.0,20.0,album,False,2.85,10,2025-07-25,44.0,8,42.13,1
"How can I love the heartbreak, you're the one I love",2025-11-18,49.0,AKMU,62.0,3,2025-11-16,48.0,1,49.0,1,0.0,62.0,0.0,2025-11-18,0,0.0,0.0,100.0,20.0,album,False,4.83,10,2025-10-15,40.0,2,33.24,1
Drowning,2025-11-19,49.0,WOODZ,61.0,2,2025-11-17,49.0,1,49.0,1,0.0,61.0,0.0,2025-11-19,0,0.0,0.0,100.0,20.0,single,False,4.08,7,2025-11-13,50.0,2,33.24,1
Do or Die,2025-11-19,46.0,Lim Young Woong,59.0,4,2025-11-16,47.0,2,46.0,1,0.0,59.0,0.0,2025-11-19,0,0.0,0.0,100.0,20.0,single,False,3.42,1,2024-10-10,30.0,3,34.72,1
London Boy,2025-11-19,50.0,Lim Young Woong,57.0,7,2025-11-16,50.0,2,50.0,1,0.0,57.0,0.0,2025-11-19,0,0.0,0.0,100.0,20.0,single,False,4.08,2,2024-05-18,21.0,6,39.16,1
Who (Instrumental),2025-11-20,44.0,Jimin,65.0,9,2025-11-18,50.0,1,26.0,8,18.0,66.0,1.0,2025-11-24,4,43.90243902439025,1.1494252873563218,96.36363636363636,41.57,album,False,2.85,10,2025-07-25,44.0,8,54.9,8
Who (Beautiful Mind Remix),2025-11-20,45.0,Jimin,65.0,13,2025-11-16,41.0,3,35.0,8,10.0,66.0,1.0,2025-11-24,4,24.390243902439025,1.1494252873563218,96.36363636363636,31.81,album,False,2.97,10,2025-07-25,42.0,12,54.63,8
Who (Shibuyakei Remix),2025-11-20,41.0,Jimin,66.0,8,2025-11-18,48.0,1,31.0,8,10.0,67.0,1.0,2025-11-24,4,24.390243902439025,1.1494252873563218,96.36363636363636,31.81,album,False,2.78,10,2025-07-25,41.0,7,47.23,8
Who (Funky Remix),2025-11-20,46.0,Jimin,65.0,12,2025-11-17,50.0,2,32.0,8,14.0,66.0,1.0,2025-11-24,4,34.14634146341464,1.1494252873563218,96.36363636363636,36.69,album,False,3.14,10,2025-07-25,46.0,11,56.25,8
Armageddon,2025-11-21,50.0,aespa,72.0,2,2025-11-19,41.0,1,38.0,7,12.0,72.0,0.0,2025-11-23,2,29.268292682926827,0.0,98.1818181818182,34.27,album,False,3.27,10,2025-05-29,8.0,1,40.35,7
Welcome to the Show,2025-11-21,47.0,DAY6,59.0,6,2025-11-19,38.0,1,43.0,6,4.0,59.0,0.0,2025-11-22,1,9.75609756097561,0.0,99.0909090909091,24.7,album,False,3.62,7,2025-03-20,36.0,5,40.43,6
CRAZY,2025-11-22,45.0,LE SSERAFIM,80.0,2,2025-11-20,39.0,1,45.0,2,0.0,80.0,0.0,2025-11-22,0,0.0,0.0,100.0,20.0,album,False,2.74,5,2025-09-01,8.0,1,31.76,2
Drowning,2025-11-22,49.0,WOODZ,61.0,3,2025-11-19,49.0,2,49.0,1,0.0,61.0,0.0,2025-11-22,0,0.0,0.0,100.0,20.0,single,False,4.08,7,2025-11-13,50.0,2,33.24,1
You Were Beautiful,2025-11-23,46.0,DAY6,65.0,12,2025-11-20,48.0,2,46.0,1,0.0,65.0,0.0,2025-11-23,0,0.0,0.0,100.0,20.0,album,False,4.72,14,2025-04-14,48.0,12,48.05,1
I will come to you,2025-11-23,47.0,Jin,53.0,2,2025-11-21,37.0,1,30.0,5,17.0,59.0,6.0,2025-11-27,4,41.46341463414634,6.896551724137931,96.36363636363636,42.07,album,False,2.62,6,2025-11-17,25.0,1,44.84,5
You Were Beautiful,2025-11-26,48.0,DAY6,65.0,13,2025-11-23,46.0,2,48.0,1,0.0,65.0,0.0,2025-11-26,0,0.0,0.0,100.0,20.0,album,False,4.72,14,2025-04-14,48.0,12,48.05,1
Tick-Tack,2025-11-27,50.0,ILLIT,74.0,2,2025-11-24,49.0,2,50.0,1,0.0,74.0,0.0,2025-11-27,0,0.0,0.0,100.0,20.0,single,False,2.16,5,2025-11-24,49.0,1,31.76,1
"무제(無題) (Untitled, 2014)",2025-11-27,43.0,G-DRAGON,61.0,2,2025-11-05,50.0,21,43.0,1,0.0,61.0,0.0,2025-11-27,0,0.0,0.0,100.0,20.0,single,False,3.71,5,2025-11-05,50.0,1,31.76,1
CROOKED,2025-11-27,47.0,G-DRAGON,65.0,3,2025-11-10,50.0,16,47.0,1,0.0,65.0,0.0,2025-11-27,0,0.0,0.0,100.0,20.0,album,False,3.75,12,2025-11-02,49.0,2,33.24,1
