song,reentry_date,reentry_position,artist,reentry_popularity,entry_number,exit_date,last_position,days_outside,peak_rank,run_days,rank_jump_magnitude,peak_popularity,popularity_change,peak_date,days_to_peak,rank_jump_score,popularity_change_score,recovery_speed_score,momentum_spike_score,album_type,is_explicit,duration_minutes,total_tracks,first_entry_date,first_entry_position,reentry_frequency,fandom_intensity_proxy_score,post_comeback_retention_days
You & Me,2024-12-28,46.0,JENNIE,77.0,4,2024-12-15,50.0,12,46.0,6,0.0,78.0,1.0,2024-12-28,0,0.0,1.1494252873563218,100.0,20.34,single,False,2.99,2,2024-10-08,4.0,6,39.38,6
"Angel Pt. 1 (feat. Jimin of BTS, JVKE & Muni Long) - Trailer Version",2024-12-28,41.0,Fast & Furious: The Fast Saga & Jimin & BTS,65.0,5,2024-12-26,41.0,1,41.0,7,0.0,66.0,1.0,2024-12-28,0,0.0,1.1494252873563218,100.0,20.34,single,False,1.05,1,2024-05-18,14.0,4,36.42,7
Left and Right (Feat. Jung Kook of BTS),2024-12-28,42.0,Charlie Puth,79.0,4,2024-12-01,22.0,26,39.0,23,3.0,83.0,4.0,2025-01-09,12,7.317073170731707,4.597701149425287,89.0909090909091,22.86,album,False,2.57,12,2024-05-18,23.0,8,41.21,23
My Love Mine All Mine,2024-12-28,44.0,Mitski,95.0,3,2024-12-23,48.0,4,44.0,10,0.0,98.0,3.0,2024-12-28,0,0.0,3.4482758620689653,100.0,21.03,album,False,2.3,11,2024-12-17,48.0,9,44.26,10
Get A Guitar,2024-12-28,38.0,RIIZE,64.0,4,2024-12-24,50.0,3,23.0,90,15.0,72.0,8.0,2025-02-10,44,36.58536585365854,9.195402298850574,60.0,33.05,single,False,2.67,2,2024-09-06,25.0,6,37.44,90
Cruel Summer,2024-12-28,48.0,Taylor Swift,95.0,6,2024-10-25,50.0,63,22.0,116,26.0,100.0,5.0,2025-02-21,55,63.41463414634146,5.747126436781609,50.0,43.43,album,False,2.97,18,2024-07-02,38.0,13,51.89,116
New Jeans,2024-12-28,47.0,NewJeans,79.0,3,2024-11-03,48.0,54,46.0,3,1.0,80.0,1.0,2024-12-29,1,2.4390243902439024,1.1494252873563218,99.0909090909091,21.38,single,False,1.82,2,2024-07-09,6.0,20,60.55,3
Love Letter,2024-12-28,43.0,Lim Young Woong,56.0,4,2024-12-24,47.0,3,41.0,9,2.0,58.0,2.0,2024-12-29,1,4.878048780487805,2.2988505747126435,99.0909090909091,22.95,album,False,3.58,12,2024-11-01,50.0,9,45.25,9
Please Don't Change (feat. DJ Snake),2024-12-28,50.0,Jung Kook,82.0,3,2024-12-23,46.0,4,31.0,3,19.0,83.0,1.0,2024-12-29,1,46.34146341463415,1.1494252873563218,99.0909090909091,43.33,album,False,2.44,11,2024-11-04,9.0,10,59.66,3
OMG,2024-12-28,40.0,NewJeans,83.0,3,2024-12-24,46.0,3,34.0,30,6.0,87.0,4.0,2025-01-06,9,14.634146341463412,4.597701149425287,91.81818181818184,27.06,single,False,3.54,2,2024-05-18,11.0,14,53.45,30
Closer to You (feat. Major Lazer),2024-12-29,43.0,Jung Kook,81.0,5,2024-12-21,47.0,7,43.0,1,0.0,81.0,0.0,2024-12-29,0,0.0,0.0,100.0,20.0,album,False,2.85,11,2024-11-04,10.0,13,49.53,1
Shot Glass of Tears,2024-12-29,50.0,Jung Kook,81.0,5,2024-12-19,50.0,9,50.0,1,0.0,81.0,0.0,2024-12-29,0,0.0,0.0,100.0,20.0,album,False,2.79,11,2024-11-04,13.0,5,37.68,1
Nest,2024-12-30,50.0,Lim Young Woong,55.0,5,2024-12-19,49.0,10,50.0,1,0.0,55.0,0.0,2024-12-30,0,0.0,0.0,100.0,20.0,album,False,2.87,12,2024-11-12,47.0,6,39.16,1
Hype Boy,2024-12-30,46.0,NewJeans,81.0,4,2024-12-11,50.0,18,46.0,1,0.0,81.0,0.0,2024-12-30,0,0.0,0.0,100.0,20.0,single,False,2.98,4,2024-05-18,18.0,18,56.94,1
Slow Dancing (Piano Ver.),2024-12-31,49.0,V,79.0,2,2024-11-07,48.0,53,49.0,1,0.0,79.0,0.0,2024-12-31,0,0.0,0.0,100.0,20.0,single,False,3.13,6,2024-09-10,14.0,1,31.76,1
For Us,2024-12-31,44.0,V,80.0,2,2024-11-09,48.0,51,41.0,10,3.0,82.0,2.0,2025-01-03,3,7.317073170731707,2.2988505747126435,97.27272727272728,23.8,single,False,2.85,6,2024-09-10,10.0,1,33.48,10
Blue,2024-12-31,46.0,V,80.0,2,2024-11-07,46.0,53,46.0,1,0.0,80.0,0.0,2024-12-31,0,0.0,0.0,100.0,20.0,single,False,2.5,6,2024-09-10,11.0,4,36.2,1
New Jeans,2025-01-01,50.0,NewJeans,80.0,4,2024-12-30,48.0,1,50.0,2,0.0,81.0,1.0,2025-01-01,0,0.0,1.1494252873563218,100.0,20.34,single,False,1.82,2,2024-07-09,6.0,20,60.12,2
Please Don't Change (feat. DJ Snake),2025-01-01,45.0,Jung Kook,83.0,4,2024-12-30,44.0,1,42.0,16,3.0,85.0,2.0,2025-01-04,3,7.317073170731707,2.2988505747126435,97.27272727272728,23.8,album,False,2.44,11,2024-11-04,9.0,10,46.82,16
My Starry Love,2025-01-03,50.0,Lim Young Woong,55.0,3,2024-12-13,48.0,20,50.0,1,0.0,55.0,0.0,2025-01-03,0,0.0,0.0,100.0,20.0,single,False,3.85,2,2024-11-12,48.0,3,34.72,1
Nest,2025-01-03,49.0,Lim Young Woong,56.0,6,2024-12-30,50.0,3,49.0,1,0.0,56.0,0.0,2025-01-03,0,0.0,0.0,100.0,20.0,album,False,2.87,12,2024-11-12,47.0,6,39.16,1
Blue,2025-01-03,43.0,V,81.0,3,2024-12-31,46.0,2,43.0,3,0.0,81.0,0.0,2025-01-03,0,0.0,0.0,100.0,20.0,single,False,2.5,6,2024-09-10,11.0,4,36.2,3
You & Me,2025-01-04,47.0,JENNIE,79.0,5,2025-01-02,48.0,1,47.0,1,0.0,79.0,0.0,2025-01-04,0,0.0,0.0,100.0,20.0,single,False,2.99,2,2024-10-08,4.0,6,39.16,1
New Jeans,2025-01-04,50.0,NewJeans,81.0,5,2025-01-02,50.0,1,50.0,1,0.0,81.0,0.0,2025-01-04,0,0.0,0.0,100.0,20.0,single,False,1.82,2,2024-07-09,6.0,20,59.9,1
Hype Boy,2025-01-04,48.0,NewJeans,83.0,5,2024-12-30,46.0,4,42.0,12,6.0,84.0,1.0,2025-01-06,2,14.634146341463412,1.1494252873563218,98.1818181818182,27.3,single,False,2.98,4,2024-05-18,18.0,18,61.12,12
Baddie,2025-01-05,50.0,IVE,80.0,3,2024-12-18,50.0,17,48.0,2,2.0,80.0,0.0,2025-01-06,1,4.878048780487805,0.0,99.0909090909091,22.26,single,False,2.57,6,2024-10-14,24.0,3,35.92,2
Closer to You (feat. Major Lazer),2025-01-05,46.0,Jung Kook,83.0,6,2024-12-29,43.0,6,46.0,1,0.0,83.0,0.0,2025-01-05,0,0.0,0.0,100.0,20.0,album,False,2.85,11,2024-11-04,10.0,13,49.53,1
New Jeans,2025-01-06,41.0,NewJeans,82.0,6,2025-01-04,50.0,1,41.0,1,0.0,82.0,0.0,2025-01-06,0,0.0,0.0,100.0,20.0,single,False,1.82,2,2024-07-09,6.0,20,59.9,1
You & Me,2025-01-06,47.0,JENNIE,79.0,6,2025-01-04,47.0,1,47.0,3,0.0,80.0,1.0,2025-01-06,0,0.0,1.1494252873563218,100.0,20.34,single,False,2.99,2,2024-10-08,4.0,6,39.38,3
Love Letter,2025-01-07,46.0,Lim Young Woong,58.0,5,2025-01-05,44.0,1,41.0,10,5.0,59.0,1.0,2025-01-11,4,12.195121951219512,1.1494252873563218,96.36363636363636,25.72,album,False,3.58,12,2024-11-01,50.0,9,46.33,10
Blue,2025-01-07,50.0,V,82.0,4,2025-01-05,48.0,1,49.0,3,1.0,82.0,0.0,2025-01-09,2,2.4390243902439024,0.0,98.1818181818182,20.86,single,False,2.5,6,2024-09-10,11.0,4,36.29,3
My Love Mine All Mine,2025-01-09,47.0,Mitski,98.0,4,2025-01-06,49.0,2,31.0,35,16.0,99.0,1.0,2025-02-10,32,39.02439024390244,1.1494252873563218,70.9090909090909,34.04,album,False,2.3,11,2024-12-17,48.0,9,45.24,35
New Jeans,2025-01-09,50.0,NewJeans,83.0,7,2025-01-06,41.0,2,50.0,1,0.0,83.0,0.0,2025-01-09,0,0.0,0.0,100.0,20.0,single,False,1.82,2,2024-07-09,6.0,20,59.9,1
Talk Saxy,2025-01-10,49.0,RIIZE,70.0,4,2024-12-15,48.0,25,49.0,1,0.0,70.0,0.0,2025-01-10,0,0.0,0.0,100.0,20.0,single,False,3.18,1,2024-10-29,39.0,6,39.16,1
Cupido,2025-01-10,32.0,Engel Montaz & Kuv507 & Latinnites Music,70.0,2,2025-01-08,47.0,1,32.0,1,0.0,70.0,0.0,2025-01-10,0,0.0,0.0,100.0,20.0,single,False,3.58,1,2025-01-06,25.0,1,31.76,1
Closer to You (feat. Major Lazer),2025-01-10,47.0,Jung Kook,84.0,7,2025-01-05,46.0,4,47.0,1,0.0,84.0,0.0,2025-01-10,0,0.0,0.0,100.0,20.0,album,False,2.85,11,2024-11-04,10.0,13,49.53,1
Blue,2025-01-11,48.0,V,82.0,5,2025-01-09,49.0,1,48.0,1,0.0,82.0,0.0,2025-01-11,0,0.0,0.0,100.0,20.0,single,False,2.5,6,2024-09-10,11.0,4,36.2,1
Nest,2025-01-11,50.0,Lim Young Woong,57.0,7,2025-01-03,49.0,7,50.0,1,0.0,57.0,0.0,2025-01-11,0,0.0,0.0,100.0,20.0,album,False,2.87,12,2024-11-12,47.0,6,39.16,1
My Starry Love,2025-01-11,49.0,Lim Young Woong,57.0,4,2025-01-03,50.0,7,49.0,1,0.0,57.0,0.0,2025-01-11,0,0.0,0.0,100.0,20.0,single,False,3.85,2,2024-11-12,48.0,3,34.72,1
Talk Saxy,2025-01-12,46.0,RIIZE,70.0,5,2025-01-10,49.0,1,44.0,2,2.0,70.0,0.0,2025-01-13,1,4.878048780487805,0.0,99.0909090909091,22.26,single,False,3.18,1,2024-10-29,39.0,6,40.37,2
You & Me,2025-01-12,48.0,JENNIE,80.0,7,2025-01-08,49.0,3,48.0,2,0.0,80.0,0.0,2025-01-12,0,0.0,0.0,100.0,20.0,single,False,2.99,2,2024-10-08,4.0,6,39.16,2
Closer to You (feat. Major Lazer),2025-01-12,50.0,Jung Kook,84.0,8,2025-01-10,47.0,1,50.0,1,0.0,84.0,0.0,2025-01-12,0,0.0,0.0,100.0,20.0,album,False,2.85,11,2024-11-04,10.0,13,49.53,1
New Jeans,2025-01-13,49.0,NewJeans,83.0,8,2025-01-09,50.0,3,49.0,3,0.0,83.0,0.0,2025-01-13,0,0.0,0.0,100.0,20.0,single,False,1.82,2,2024-07-09,6.0,20,59.9,3
Closer to You (feat. Major Lazer),2025-01-16,49.0,Jung Kook,83.0,9,2025-01-12,50.0,3,49.0,1,0.0,83.0,0.0,2025-01-16,0,0.0,0.0,100.0,20.0,album,False,2.85,11,2024-11-04,10.0,13,49.53,1
Lost and Found,2025-01-16,8.0,KingLee & Lil' Flip,64.0,2,2024-12-28,27.0,18,8.0,2,0.0,66.0,2.0,2025-01-16,0,0.0,2.2988505747126435,100.0,20.69,single,True,3.65,1,2024-12-28,27.0,1,32.19,2
All Or Nothing,2025-01-17,26.0,J Money & KingLee,52.0,2,2024-12-22,30.0,25,26.0,1,0.0,52.0,0.0,2025-01-17,0,0.0,0.0,100.0,20.0,single,True,2.86,1,2024-12-22,30.0,1,31.76,1
Talk Saxy,2025-01-17,50.0,RIIZE,70.0,6,2025-01-13,44.0,3,47.0,5,3.0,70.0,0.0,2025-01-18,1,7.317073170731707,0.0,99.0909090909091,23.48,single,False,3.18,1,2024-10-29,39.0,6,41.14,5
Love Letter,2025-01-18,48.0,Lim Young Woong,58.0,6,2025-01-16,44.0,1,46.0,3,2.0,58.0,0.0,2025-01-19,1,4.878048780487805,0.0,99.0909090909091,22.26,album,False,3.58,12,2024-11-01,50.0,9,44.81,3
Lovin On Me,2025-01-18,49.0,Jack Harlow,99.0,2,2025-01-15,50.0,2,39.0,5,10.0,99.0,0.0,2025-01-21,3,24.390243902439025,0.0,97.27272727272728,31.65,single,True,2.31,1,2025-01-14,50.0,2,39.94,5
Left and Right (Feat. Jung Kook of BTS),2025-01-21,44.0,Charlie Puth,83.0,5,2025-01-19,48.0,1,44.0,4,0.0,83.0,0.0,2025-01-21,0,0.0,0.0,100.0,20.0,album,False,2.57,12,2024-05-18,23.0,8,42.13,4
Please Don't Change (feat. DJ Snake),2025-01-21,36.0,Jung Kook,84.0,5,2025-01-16,45.0,4,36.0,1,0.0,84.0,0.0,2025-01-21,0,0.0,0.0,100.0,20.0,album,False,2.44,11,2024-11-04,9.0,10,45.09,1
Love Letter,2025-01-22,50.0,Lim Young Woong,58.0,7,2025-01-20,50.0,1,50.0,1,0.0,58.0,0.0,2025-01-22,0,0.0,0.0,100.0,20.0,album,False,3.58,12,2024-11-01,50.0,9,43.61,1
Father,2025-01-22,42.0,Lim Young Woong,59.0,4,2025-01-20,42.0,1,39.0,19,3.0,59.0,0.0,2025-01-27,5,7.317073170731707,0.0,95.45454545454544,22.75,album,False,3.97,12,2024-10-26,47.0,5,38.29,19
Baddie,2025-01-22,49.0,IVE,81.0,4,2025-01-06,48.0,15,49.0,1,0.0,81.0,0.0,2025-01-22,0,0.0,0.0,100.0,20.0,single,False,2.57,6,2024-10-14,24.0,3,34.72,1
Please Don't Change (feat. DJ Snake),2025-01-23,49.0,Jung Kook,84.0,6,2025-01-21,36.0,1,48.0,2,1.0,84.0,0.0,2025-01-24,1,2.4390243902439024,0.0,99.0909090909091,21.04,album,False,2.44,11,2024-11-04,9.0,10,45.52,2
With you,2025-01-23,28.0,Jimin & HA SUNG WOON,74.0,5,2024-07-06,50.0,200,28.0,1,0.0,74.0,0.0,2025-01-23,0,0.0,0.0,100.0,20.0,single,False,3.37,2,2024-05-20,50.0,4,36.2,1
Lovin On Me,2025-01-24,47.0,Jack Harlow,99.0,3,2025-01-22,46.0,1,45.0,8,2.0,99.0,0.0,2025-01-25,1,4.878048780487805,0.0,99.0909090909091,22.26,single,True,2.31,1,2025-01-14,50.0,2,34.44,8
GODS,2025-01-25,48.0,League of Legends & NewJeans,85.0,2,2025-01-22,45.0,2,48.0,1,0.0,85.0,0.0,2025-01-25,0,0.0,0.0,100.0,20.0,single,False,3.68,1,2024-10-06,4.0,2,33.24,1
Somebody,2025-01-25,50.0,Jung Kook,82.0,8,2024-12-21,49.0,34,50.0,1,0.0,82.0,0.0,2025-01-25,0,0.0,0.0,100.0,20.0,album,False,2.81,11,,,16,53.98,1
Please Don't Change (feat. DJ Snake),2025-01-26,49.0,Jung Kook,84.0,7,2025-01-24,48.0,1,49.0,1,0.0,84.0,0.0,2025-01-26,0,0.0,0.0,100.0,20.0,album,False,2.44,11,2024-11-04,9.0,10,45.09,1
Love Letter,2025-01-27,48.0,Lim Young Woong,58.0,8,2025-01-22,50.0,4,48.0,4,0.0,58.0,0.0,2025-01-27,0,0.0,0.0,100.0,20.0,album,False,3.58,12,2024-11-01,50.0,9,43.61,4
Talk Saxy,2025-01-27,49.0,RIIZE,70.0,7,2025-01-21,50.0,5,49.0,1,0.0,70.0,0.0,2025-01-27,0,0.0,0.0,100.0,20.0,single,False,3.18,1,2024-10-29,39.0,6,39.16,1
Left and Right (Feat. Jung Kook of BTS),2025-01-28,50.0,Charlie Puth,83.0,6,2025-01-24,50.0,3,50.0,2,0.0,83.0,0.0,2025-01-28,0,0.0,0.0,100.0,20.0,album,False,2.57,12,2024-05-18,23.0,8,42.13,2
Somebody,2025-01-28,46.0,Jung Kook,82.0,9,2025-01-25,50.0,2,46.0,4,0.0,82.0,0.0,2025-01-28,0,0.0,0.0,100.0,20.0,album,False,2.81,11,,,16,53.98,4
OMG,2025-01-28,49.0,NewJeans,87.0,4,2025-01-26,50.0,1,49.0,2,0.0,87.0,0.0,2025-01-28,0,0.0,0.0,100.0,20.0,single,False,3.54,2,2024-05-18,11.0,14,51.01,2
Hate You,2025-01-30,45.0,Jung Kook,83.0,3,2025-01-27,46.0,2,45.0,1,0.0,83.0,0.0,2025-01-30,0,0.0,0.0,100.0,20.0,album,False,2.57,11,2024-11-04,8.0,4,36.2,1
Interlude : Dive,2025-01-30,44.0,Jimin,77.0,11,2025-01-27,34.0,2,36.0,2,8.0,77.0,0.0,2025-01-31,1,19.51219512195122,0.0,99.0909090909091,29.57,single,False,2.18,6,2024-05-18,42.0,19,64.26,2
GODS,2025-01-31,49.0,League of Legends & NewJeans,85.0,3,2025-01-25,48.0,5,49.0,1,0.0,85.0,0.0,2025-01-31,0,0.0,0.0,100.0,20.0,single,False,3.68,1,2024-10-06,4.0,2,33.24,1
Love Letter,2025-02-01,49.0,Lim Young Woong,57.0,9,2025-01-30,49.0,1,49.0,1,0.0,57.0,0.0,2025-02-01,0,0.0,0.0,100.0,20.0,album,False,3.58,12,2024-11-01,50.0,9,43.61,1
OMG,2025-02-01,50.0,NewJeans,87.0,5,2025-01-29,49.0,2,50.0,1,0.0,87.0,0.0,2025-02-01,0,0.0,0.0,100.0,20.0,single,False,3.54,2,2024-05-18,11.0,14,51.01,1
Hate You,2025-02-02,44.0,Jung Kook,83.0,4,2025-01-30,45.0,2,29.0,36,15.0,83.0,0.0,2025-02-14,12,36.58536585365854,0.0,89.0909090909091,36.11,album,False,2.57,11,2024-11-04,8.0,4,43.69,36
Somebody,2025-02-02,48.0,Jung Kook,82.0,10,2025-01-31,48.0,1,48.0,1,0.0,82.0,0.0,2025-02-02,0,0.0,0.0,100.0,20.0,album,False,2.81,11,,,16,53.98,1
Interlude : Dive,2025-02-02,47.0,Jimin,77.0,12,2025-01-31,36.0,1,47.0,1,0.0,77.0,0.0,2025-02-02,0,0.0,0.0,100.0,20.0,single,False,2.18,6,2024-05-18,42.0,19,58.42,1
MANIAC,2025-02-03,48.0,VIVIZ,81.0,2,2025-02-01,46.0,1,48.0,2,0.0,81.0,0.0,2025-02-03,0,0.0,0.0,100.0,20.0,single,False,3.26,5,2025-01-31,50.0,4,36.2,2
Beautiful Things,2025-02-03,50.0,Benson Boone,92.0,2,2025-02-01,48.0,1,50.0,1,0.0,92.0,0.0,2025-02-03,0,0.0,0.0,100.0,20.0,single,False,3.01,1,2025-02-01,48.0,2,33.24,1
Please Don't Change (feat. DJ Snake),2025-02-03,46.0,Jung Kook,84.0,8,2025-01-26,49.0,7,46.0,1,0.0,84.0,0.0,2025-02-03,0,0.0,0.0,100.0,20.0,album,False,2.44,11,2024-11-04,9.0,10,45.09,1
Interlude : Dive,2025-02-04,48.0,Jimin,77.0,13,2025-02-02,47.0,1,39.0,3,9.0,77.0,0.0,2025-02-05,1,21.951219512195124,0.0,99.0909090909091,30.79,single,False,2.18,6,2024-05-18,42.0,19,65.04,3
OMG,2025-02-04,50.0,NewJeans,87.0,6,2025-02-01,50.0,2,50.0,1,0.0,87.0,0.0,2025-02-04,0,0.0,0.0,100.0,20.0,single,False,3.54,2,2024-05-18,11.0,14,51.01,1
Please Don't Change (feat. DJ Snake),2025-02-05,50.0,Jung Kook,84.0,9,2025-02-03,46.0,1,48.0,3,2.0,84.0,0.0,2025-02-07,2,4.878048780487805,0.0,98.1818181818182,22.08,album,False,2.44,11,2024-11-04,9.0,10,45.95,3
Beautiful Things,2025-02-05,46.0,Benson Boone,93.0,3,2025-02-03,50.0,1,20.0,83,26.0,100.0,7.0,2025-03-06,29,63.41463414634146,8.045977011494253,73.63636363636363,48.85,single,False,3.01,1,2025-02-01,48.0,2,44.94,83
Love Letter,2025-02-07,50.0,Lim Young Woong,57.0,10,2025-02-01,49.0,5,50.0,1,0.0,57.0,0.0,2025-02-07,0,0.0,0.0,100.0,20.0,album,False,3.58,12,2024-11-01,50.0,9,43.61,1
Interlude : Dive,2025-02-08,49.0,Jimin,77.0,14,2025-02-06,39.0,1,40.0,4,9.0,77.0,0.0,2025-02-09,1,21.951219512195124,0.0,99.0909090909091,30.79,single,False,2.18,6,2024-05-18,42.0,19,65.04,4
Somebody,2025-02-08,47.0,Jung Kook,82.0,11,2025-02-02,48.0,5,47.0,1,0.0,82.0,0.0,2025-02-08,0,0.0,0.0,100.0,20.0,album,False,2.81,11,,,16,53.98,1
MANIAC,2025-02-09,48.0,VIVIZ,81.0,3,2025-02-04,49.0,4,40.0,4,8.0,82.0,1.0,2025-02-11,2,19.51219512195122,1.1494252873563218,98.1818181818182,29.74,single,False,3.26,5,2025-01-31,50.0,4,41.92,4
Hype Boy,2025-02-10,49.0,NewJeans,84.0,6,2025-01-15,46.0,25,47.0,2,2.0,84.0,0.0,2025-03-26,44,4.878048780487805,0.0,60.0,14.44,single,False,2.98,4,2024-05-18,18.0,18,43.41,2
Somebody,2025-02-10,48.0,Jung Kook,82.0,12,2025-02-08,47.0,1,48.0,1,0.0,82.0,0.0,2025-02-10,0,0.0,0.0,100.0,20.0,album,False,2.81,11,,,16,53.98,1
Left and Right (Feat. Jung Kook of BTS),2025-02-10,46.0,Charlie Puth,83.0,7,2025-01-29,50.0,11,46.0,1,0.0,83.0,0.0,2025-02-10,0,0.0,0.0,100.0,20.0,album,False,2.57,12,2024-05-18,23.0,8,42.13,1
New Jeans,2025-02-10,45.0,NewJeans,83.0,9,2025-01-15,49.0,25,45.0,1,0.0,83.0,0.0,2025-02-10,0,0.0,0.0,100.0,20.0,single,False,1.82,2,2024-07-09,6.0,20,59.9,1
OMG,2025-02-10,43.0,NewJeans,87.0,7,2025-02-04,50.0,5,41.0,3,2.0,87.0,0.0,2025-02-12,2,4.878048780487805,0.0,98.1818181818182,22.08,single,False,3.54,2,2024-05-18,11.0,14,51.88,3
A Psalm of Life,2025-02-11,49.0,Lim Young Woong,58.0,5,2025-02-09,45.0,1,49.0,2,0.0,58.0,0.0,2025-02-11,0,0.0,0.0,100.0,20.0,album,False,3.89,12,2024-06-06,50.0,6,39.16,2
Lovely Touch,2025-02-11,50.0,Lim Young Woong,58.0,5,2025-02-09,44.0,1,50.0,1,0.0,58.0,0.0,2025-02-11,0,0.0,0.0,100.0,20.0,album,False,3.25,12,2024-05-23,49.0,5,37.68,1
HERO,2025-02-11,46.0,Lim Young Woong,58.0,4,2025-02-09,41.0,1,46.0,2,0.0,58.0,0.0,2025-02-11,0,0.0,0.0,100.0,20.0,single,False,3.61,2,2024-10-23,50.0,4,36.2,2
New Jeans,2025-02-12,43.0,NewJeans,83.0,10,2025-02-10,45.0,1,43.0,1,0.0,83.0,0.0,2025-02-12,0,0.0,0.0,100.0,20.0,single,False,1.82,2,2024-07-09,6.0,20,59.9,1
Love Always Run Away,2025-02-12,46.0,Lim Young Woong,59.0,14,2025-02-09,50.0,2,46.0,1,0.0,59.0,0.0,2025-02-12,0,0.0,0.0,100.0,20.0,single,False,4.05,2,2024-05-18,50.0,14,51.01,1
Please Don't Change (feat. DJ Snake),2025-02-13,45.0,Jung Kook,83.0,10,2025-02-07,48.0,5,30.0,16,15.0,83.0,0.0,2025-02-14,1,36.58536585365854,0.0,99.0909090909091,38.11,album,False,2.44,11,2024-11-04,9.0,10,56.35,16
Somebody,2025-02-13,49.0,Jung Kook,81.0,13,2025-02-10,48.0,2,41.0,2,8.0,81.0,0.0,2025-02-14,1,19.51219512195122,0.0,99.0909090909091,29.57,album,False,2.81,11,,,16,59.82,2
Bling-Bang-Bang-Born,2025-02-14,50.0,Creepy Nuts,92.0,2,2025-02-12,38.0,1,40.0,7,10.0,92.0,0.0,2025-02-15,1,24.390243902439025,0.0,99.0909090909091,32.01,single,False,2.8,2,2025-01-24,49.0,2,40.63,7
MANIAC,2025-02-14,49.0,VIVIZ,82.0,4,2025-02-12,47.0,1,47.0,4,2.0,82.0,0.0,2025-02-15,1,4.878048780487805,0.0,99.0909090909091,22.26,single,False,3.26,5,2025-01-31,50.0,4,37.41,4
My Love Mine All Mine,2025-02-14,42.0,Mitski,99.0,5,2025-02-12,39.0,1,41.0,12,1.0,99.0,0.0,2025-02-19,5,2.4390243902439024,0.0,95.45454545454544,20.31,album,False,2.3,11,2024-12-17,48.0,9,42.67,12
New Jeans,2025-02-14,48.0,NewJeans,83.0,11,2025-02-12,43.0,1,46.0,5,2.0,83.0,0.0,2025-02-15,1,4.878048780487805,0.0,99.0909090909091,22.26,single,False,1.82,2,2024-07-09,6.0,20,61.11,5
OMG,2025-02-14,47.0,NewJeans,87.0,8,2025-02-12,41.0,1,45.0,5,2.0,87.0,0.0,2025-02-18,4,4.878048780487805,0.0,96.36363636363636,21.71,single,False,3.54,2,2024-05-18,11.0,14,51.19,5
Interlude : Dive,2025-02-14,24.0,Jimin,76.0,15,2025-02-11,42.0,2,22.0,8,2.0,77.0,1.0,2025-02-15,1,4.878048780487805,1.1494252873563218,99.0909090909091,22.6,single,False,2.18,6,2024-05-18,42.0,19,59.84,8
Super Lady,2025-02-15,48.0,(G)I-DLE,81.0,2,2025-02-12,45.0,2,48.0,2,0.0,82.0,1.0,2025-02-15,0,0.0,1.1494252873563218,100.0,20.34,album,False,2.54,8,2025-02-01,32.0,1,31.97,2
"yes, and?",2025-02-15,45.0,Ariana Grande,97.0,2,2025-02-12,48.0,2,45.0,4,0.0,97.0,0.0,2025-02-15,0,0.0,0.0,100.0,20.0,single,True,3.58,1,2025-01-14,15.0,2,33.24,4
Ditto,2025-02-16,50.0,NewJeans,85.0,5,2025-02-12,42.0,3,50.0,2,0.0,85.0,0.0,2025-02-16,0,0.0,0.0,100.0,20.0,single,False,3.09,1,2024-05-18,15.0,24,65.83,2
Somebody,2025-02-17,45.0,Jung Kook,81.0,14,2025-02-14,41.0,2,45.0,1,0.0,81.0,0.0,2025-02-17,0,0.0,0.0,100.0,20.0,album,False,2.81,11,,,16,53.98,1
I Love You,2025-02-18,47.0,Lim Young Woong,58.0,9,2025-02-15,50.0,2,42.0,3,5.0,58.0,0.0,2025-02-19,1,12.195121951219512,0.0,99.0909090909091,25.92,album,False,3.98,12,2024-05-19,50.0,12,51.58,3
HERO,2025-02-18,50.0,Lim Young Woong,58.0,5,2025-02-12,49.0,5,47.0,3,3.0,58.0,0.0,2025-02-19,1,7.317073170731707,0.0,99.0909090909091,23.48,single,False,3.61,2,2024-10-23,50.0,4,38.18,3
Love Always Run Away,2025-02-19,43.0,Lim Young Woong,59.0,15,2025-02-12,46.0,6,43.0,2,0.0,59.0,0.0,2025-02-19,0,0.0,0.0,100.0,20.0,single,False,4.05,2,2024-05-18,50.0,14,51.01,2
A Psalm of Life,2025-02-19,45.0,Lim Young Woong,58.0,6,2025-02-12,50.0,6,45.0,2,0.0,58.0,0.0,2025-02-19,0,0.0,0.0,100.0,20.0,album,False,3.89,12,2024-06-06,50.0,6,39.16,2
Lovely Touch,2025-02-19,44.0,Lim Young Woong,58.0,6,2025-02-11,50.0,7,44.0,2,0.0,58.0,0.0,2025-02-19,0,0.0,0.0,100.0,20.0,album,False,3.25,12,2024-05-23,49.0,5,37.68,2
Father,2025-02-19,46.0,Lim Young Woong,58.0,5,2025-02-09,46.0,9,46.0,2,0.0,58.0,0.0,2025-02-19,0,0.0,0.0,100.0,20.0,album,False,3.97,12,2024-10-26,47.0,5,37.68,2
ETA,2025-02-23,49.0,NewJeans,84.0,5,2025-02-21,48.0,1,38.0,40,11.0,84.0,0.0,2025-03-30,35,26.82926829268293,0.0,68.18181818181819,27.05,single,False,2.52,6,2024-07-23,3.0,16,50.49,40
I Love You,2025-02-23,50.0,Lim Young Woong,58.0,10,2025-02-20,42.0,2,50.0,1,0.0,58.0,0.0,2025-02-23,0,0.0,0.0,100.0,20.0,album,False,3.98,12,2024-05-19,50.0,12,48.05,1
